ID,Zimmer,Quadratmet,Preis,PLZ,Adresse,AdressePLZ,City,Canton,Country,result_num,osm_id,display_na,category,type,latlong,id_2,adr_inter,adresse_2,adrzus_int,behindertenparkplatz,bemerkung,ccmail,da,datum,datum_cms,dep,editor,erforderlichedokumente,fax,hausnummer,hindernisfreiheit,infrastruktur,isbetriebsferien_gebaeude,isbetriebsferien_schalter,kategorie,mail,name,namenzus,objectid,oeffnungszeiten_gebaeude_di,oeffnungszeiten_gebaeude_do,oeffnungszeiten_gebaeude_fr,oeffnungszeiten_gebaeude_mi,oeffnungszeiten_gebaeude_mo,oeffnungszeiten_gebaeude_sa,oeffnungszeiten_gebaeude_so,oeffnungszeiten_schalter_di,oeffnungszeiten_schalter_do,oeffnungszeiten_schalter_fr,oeffnungszeiten_schalter_mi,oeffnungszeiten_schalter_mo,oeffnungszeiten_schalter_sa,oeffnungszeiten_schalter_so,ort,plz_2,poi_id,postadresse,publish_internet,strasse,suchen,tel,tel2,www,zahlungsmittel_internet,zahlungsmittel_schalter,zahlungsmittel_telefon,zvv_label,zvv_link,einheit,schulkreis,n,distance,feature_x,feature_y,nearest_x,nearest_y
"474",,"32","3550","8002",Waffenplatzstrasse 72,"Waffenplatzstrasse 72, 8002",Zurich,Zurich,Switzerland,"0","93184514","72, Waffenplatzstrasse, Enge, Kreis 2, Zürich, Bezirk Zürich, Zürich, 8002, Schweiz/Suisse/Svizzera/Svizra",building,apartments,"47.35688815,8.526770283124698","119",,Schulhausstrasse 21,,,,,Schulamt,"202302141418",,Schul- und Sportdepartement (SSD),ssdefi,,+41 44 413 18 41,"21",,,,,Volksschule,,Gabler,,283,,,,,,,,,,,,,,,Zürich,"8002",vo232,,"1",Schulhausstrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 18 40,,https://www.stadt-zuerich.ch/schulen/de/gabler.html,,,,"Zürich, Museum Rietberg",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.360508484861825&tolon=8.529752707673703&toname=Zürich%2C+Schulhausstrasse+21,Gabler,Uto,"1",0.00469059337029008,8.5267702831247,47.35688815,8.52975270765698,47.3605084828679
"475",,"19","3110","8004",Cramerstrasse 8-12,"Cramerstrasse 8-12, 8004",Zurich,Zurich,Switzerland,"0","5944787","Cramerstrasse, Werd, Kreis 4, Zürich, Bezirk Zürich, Zürich, 8004, Schweiz/Suisse/Svizzera/Svizra",highway,residential,"47.3732762,8.5260791","23",,Kernstrasse 45,,,,,Schulamt,"201808151604",,Schul- und Sportdepartement (SSD),ssdbkuwj,,+41 43 322 25 71,"45",,,,,Volksschule,,Kern,,67,,,,,,,,,,,,,,,Zürich,"8004",vo260,,"1",Kernstrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 21 00,,https://www.stadt-zuerich.ch/schulen/de/aussersihl.html,,,,"Zürich, Helvetiaplatz",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.377403978323926&tolon=8.525134392721077&toname=Zürich%2C+Kernstrasse+45,Aussersihl,Limmattal,"1",0.00423450225167132,8.5260791,47.3732762,8.52513439270441,47.3774039763318
"476",,"32","3850","8004",Cramerstrasse 2-6,"Cramerstrasse 2-6, 8004",Zurich,Zurich,Switzerland,"0","5944787","Cramerstrasse, Werd, Kreis 4, Zürich, Bezirk Zürich, Zürich, 8004, Schweiz/Suisse/Svizzera/Svizra",highway,residential,"47.3732762,8.5260791","23",,Kernstrasse 45,,,,,Schulamt,"201808151604",,Schul- und Sportdepartement (SSD),ssdbkuwj,,+41 43 322 25 71,"45",,,,,Volksschule,,Kern,,67,,,,,,,,,,,,,,,Zürich,"8004",vo260,,"1",Kernstrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 21 00,,https://www.stadt-zuerich.ch/schulen/de/aussersihl.html,,,,"Zürich, Helvetiaplatz",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.377403978323926&tolon=8.525134392721077&toname=Zürich%2C+Kernstrasse+45,Aussersihl,Limmattal,"1",0.00423450225167132,8.5260791,47.3732762,8.52513439270441,47.3774039763318
"477",,"61","6240","8004",Militaerstrasse 24,"Militaerstrasse 24, 8004",Zurich,Zurich,Switzerland,"0","3078522542","24, Militärstrasse, Langstrasse, Kreis 4, Zürich, Bezirk Zürich, Zürich, 8004, Schweiz/Suisse/Svizzera/Svizra",place,house,"47.3768569,8.532567","99",,Limmatstrasse 90,,,,,Schulamt,"202010120834",,Schul- und Sportdepartement (SSD),ssdbnzga,,,"90",,,,,Volksschule,,Limmat A,Sekundarstufe,263,,,,,,,,,,,,,,,Zürich,"8005",vo272,,"1",Limmatstrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 04 50,,https://www.stadt-zuerich.ch/schulen/de/limmat.html,,,,"Zürich, Museum für Gestaltung",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.383162749337146&tolon=8.533802903482519&toname=Zürich%2C+Limmatstrasse+90,Limmat,Limmattal,"1",0.00642582042405148,8.532567,47.3768569,8.53380290346572,47.3831627473456
"478",,"42","4150","8004",Militaerstrasse 24,"Militaerstrasse 24, 8004",Zurich,Zurich,Switzerland,"0","3078522542","24, Militärstrasse, Langstrasse, Kreis 4, Zürich, Bezirk Zürich, Zürich, 8004, Schweiz/Suisse/Svizzera/Svizra",place,house,"47.3768569,8.532567","99",,Limmatstrasse 90,,,,,Schulamt,"202010120834",,Schul- und Sportdepartement (SSD),ssdbnzga,,,"90",,,,,Volksschule,,Limmat A,Sekundarstufe,263,,,,,,,,,,,,,,,Zürich,"8005",vo272,,"1",Limmatstrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 04 50,,https://www.stadt-zuerich.ch/schulen/de/limmat.html,,,,"Zürich, Museum für Gestaltung",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.383162749337146&tolon=8.533802903482519&toname=Zürich%2C+Limmatstrasse+90,Limmat,Limmattal,"1",0.00642582042405148,8.532567,47.3768569,8.53380290346572,47.3831627473456
"479",,"57","4450","8050",Binzmuehlestrasse 48,"Binzmuehlestrasse 48, 8050",Zurich,Zurich,Switzerland,"0","11587037862","48, Binzmühlestrasse, Oerlikon, Kreis 11, Zürich, Bezirk Zürich, Zürich, 8050, Schweiz/Suisse/Svizzera/Svizra",place,house,"47.4141027,8.5450042","102",,Margrit-Rainer-Strasse 5,,,,,Schulamt,"201807311228",,Schul- und Sportdepartement (SSD),dbo,,+41 44 413 07 11,"5",,,,,Volksschule,,Im Birch,,266,,,,,,,,,,,,,,,Zürich,"8050",vo250,,"1",Margrit-Rainer-Strasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 07 10,,https://www.stadt-zuerich.ch/schulen/de/imbirch.html,,,,"Zürich, Neunbrunnen",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.415642620394706&tolon=8.54018228760786&toname=Zürich%2C+Margrit-Rainer-Strasse+5,Im Birch,Glattal,"1",0.00506183642355126,8.5450042,47.4141027,8.54018228759095,47.4156426184064
"480",,"57","6240","8001",Gerechtigkeitsgasse 8,"Gerechtigkeitsgasse 8, 8001",Zurich,Zurich,Switzerland,"0","101701275","8, Gerechtigkeitsgasse, City, Altstadt, Zürich, Bezirk Zürich, Zürich, 8022, Schweiz/Suisse/Svizzera/Svizra",building,apartments,"47.3698009,8.531809745689879","13",,Basteiplatz 11,,,,,Schulamt,"202206091626",,Schul- und Sportdepartement (SSD),ssdiha,,,"11",,,,,Volksschule,,Schanzengraben,,57,,,,,,,,,,,,,,,Zürich,"8001",vo298,,"1",Basteiplatz,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 32 40,,https://www.stadt-zuerich.ch/schulen/de/hirschengraben.html,,,,"Zürich, Brandschenkestrasse",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.37015459344404&tolon=8.535216328227765&toname=Zürich%2C+Basteiplatz+11,Hirschengraben - Schanzengraben,Zürichberg,"1",0.00342489446778489,8.53180974568988,47.3698009,8.53521632821095,47.3701545914512
"481",,"35","3110","8050",Binzmuehlestrasse 46,"Binzmuehlestrasse 46, 8050",Zurich,Zurich,Switzerland,"0","1608385115","46, Binzmühlestrasse, Oerlikon, Kreis 11, Zürich, Bezirk Zürich, Zürich, 8050, Schweiz/Suisse/Svizzera/Svizra",place,house,"47.4141029,8.5451762","102",,Margrit-Rainer-Strasse 5,,,,,Schulamt,"201807311228",,Schul- und Sportdepartement (SSD),dbo,,+41 44 413 07 11,"5",,,,,Volksschule,,Im Birch,,266,,,,,,,,,,,,,,,Zürich,"8050",vo250,,"1",Margrit-Rainer-Strasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 07 10,,https://www.stadt-zuerich.ch/schulen/de/imbirch.html,,,,"Zürich, Neunbrunnen",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.415642620394706&tolon=8.54018228760786&toname=Zürich%2C+Margrit-Rainer-Strasse+5,Im Birch,Glattal,"1",0.00522588690273166,8.5451762,47.4141029,8.54018228759095,47.4156426184064
"482",,"45","3850","8004",Freyastrasse 8,"Freyastrasse 8, 8004",Zurich,Zurich,Switzerland,"0","505594264","8, Freyastrasse, Werd, Kreis 4, Zürich, Bezirk Zürich, Zürich, 8004, Schweiz/Suisse/Svizzera/Svizra",building,residential,"47.37194455,8.524574437459435","1",,Aegertenstrasse 29,,,,,Schulamt,"201901251041",,Schul- und Sportdepartement (SSD),ssdklv,,,"29",,,,,Volksschule,,Aegerten,,45,,,,,,,,,,,,,,,Zürich,"8003",vo200,,"1",Aegertenstrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 08 58,,https://www.stadt-zuerich.ch/schulen/de/aegerten.html,,,,"Zürich, Bahnhof Wiedikon",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.36912244598671&tolon=8.5227185077607&toname=Zürich%2C+Aegertenstrasse+29,Aegerten,Uto,"1",0.00337768521609454,8.52457443745944,47.37194455,8.52271850774408,47.3691224439937
"483",,"53","4310","8004",Freyastrasse 8,"Freyastrasse 8, 8004",Zurich,Zurich,Switzerland,"0","505594264","8, Freyastrasse, Werd, Kreis 4, Zürich, Bezirk Zürich, Zürich, 8004, Schweiz/Suisse/Svizzera/Svizra",building,residential,"47.37194455,8.524574437459435","1",,Aegertenstrasse 29,,,,,Schulamt,"201901251041",,Schul- und Sportdepartement (SSD),ssdklv,,,"29",,,,,Volksschule,,Aegerten,,45,,,,,,,,,,,,,,,Zürich,"8003",vo200,,"1",Aegertenstrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 08 58,,https://www.stadt-zuerich.ch/schulen/de/aegerten.html,,,,"Zürich, Bahnhof Wiedikon",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.36912244598671&tolon=8.5227185077607&toname=Zürich%2C+Aegertenstrasse+29,Aegerten,Uto,"1",0.00337768521609454,8.52457443745944,47.37194455,8.52271850774408,47.3691224439937
"484",,"38","4310","8003",Rotachstrasse 33,"Rotachstrasse 33, 8003",Zurich,Zurich,Switzerland,"0","55757953","33, Rotachstrasse, Sihlfeld, Kreis 3, Zürich, Bezirk Zürich, Zürich, 8003, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.370805649999994,8.514761418968668","31",,Bühlstrasse 6,,,,,Schulamt,"202307120816",,Schul- und Sportdepartement (SSD),ssdklv,,,"6",,,,,Volksschule,,Bühl,,195,,,,,,,,,,,,,,,Zürich,"8055",vo217,,"1",Bühlstrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 02 55,,https://www.stadt-zuerich.ch/schulen/de/buehl.html,,,,"Zürich, Goldbrunnenplatz",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.36816015499086&tolon=8.516368231691176&toname=Zürich%2C+Bühlstrasse+6,Bühl,Uto,"1",0.00309523851438009,8.51476141896867,47.37080565,8.51636823167465,47.3681601529978
"485",,"37","3710","8050",Binzmuehlestrasse 46,"Binzmuehlestrasse 46, 8050",Zurich,Zurich,Switzerland,"0","1608385115","46, Binzmühlestrasse, Oerlikon, Kreis 11, Zürich, Bezirk Zürich, Zürich, 8050, Schweiz/Suisse/Svizzera/Svizra",place,house,"47.4141029,8.5451762","102",,Margrit-Rainer-Strasse 5,,,,,Schulamt,"201807311228",,Schul- und Sportdepartement (SSD),dbo,,+41 44 413 07 11,"5",,,,,Volksschule,,Im Birch,,266,,,,,,,,,,,,,,,Zürich,"8050",vo250,,"1",Margrit-Rainer-Strasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 07 10,,https://www.stadt-zuerich.ch/schulen/de/imbirch.html,,,,"Zürich, Neunbrunnen",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.415642620394706&tolon=8.54018228760786&toname=Zürich%2C+Margrit-Rainer-Strasse+5,Im Birch,Glattal,"1",0.00522588690273166,8.5451762,47.4141029,8.54018228759095,47.4156426184064
"486",,"53","4150","8004",Freyastrasse 8,"Freyastrasse 8, 8004",Zurich,Zurich,Switzerland,"0","505594264","8, Freyastrasse, Werd, Kreis 4, Zürich, Bezirk Zürich, Zürich, 8004, Schweiz/Suisse/Svizzera/Svizra",building,residential,"47.37194455,8.524574437459435","1",,Aegertenstrasse 29,,,,,Schulamt,"201901251041",,Schul- und Sportdepartement (SSD),ssdklv,,,"29",,,,,Volksschule,,Aegerten,,45,,,,,,,,,,,,,,,Zürich,"8003",vo200,,"1",Aegertenstrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 08 58,,https://www.stadt-zuerich.ch/schulen/de/aegerten.html,,,,"Zürich, Bahnhof Wiedikon",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.36912244598671&tolon=8.5227185077607&toname=Zürich%2C+Aegertenstrasse+29,Aegerten,Uto,"1",0.00337768521609454,8.52457443745944,47.37194455,8.52271850774408,47.3691224439937
"487",,"48","5490","8004",Militaerstrasse 24,"Militaerstrasse 24, 8004",Zurich,Zurich,Switzerland,"0","3078522542","24, Militärstrasse, Langstrasse, Kreis 4, Zürich, Bezirk Zürich, Zürich, 8004, Schweiz/Suisse/Svizzera/Svizra",place,house,"47.3768569,8.532567","99",,Limmatstrasse 90,,,,,Schulamt,"202010120834",,Schul- und Sportdepartement (SSD),ssdbnzga,,,"90",,,,,Volksschule,,Limmat A,Sekundarstufe,263,,,,,,,,,,,,,,,Zürich,"8005",vo272,,"1",Limmatstrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 04 50,,https://www.stadt-zuerich.ch/schulen/de/limmat.html,,,,"Zürich, Museum für Gestaltung",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.383162749337146&tolon=8.533802903482519&toname=Zürich%2C+Limmatstrasse+90,Limmat,Limmattal,"1",0.00642582042405148,8.532567,47.3768569,8.53380290346572,47.3831627473456
"488",,"57","6090","8004",Militaerstrasse 24,"Militaerstrasse 24, 8004",Zurich,Zurich,Switzerland,"0","3078522542","24, Militärstrasse, Langstrasse, Kreis 4, Zürich, Bezirk Zürich, Zürich, 8004, Schweiz/Suisse/Svizzera/Svizra",place,house,"47.3768569,8.532567","99",,Limmatstrasse 90,,,,,Schulamt,"202010120834",,Schul- und Sportdepartement (SSD),ssdbnzga,,,"90",,,,,Volksschule,,Limmat A,Sekundarstufe,263,,,,,,,,,,,,,,,Zürich,"8005",vo272,,"1",Limmatstrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 04 50,,https://www.stadt-zuerich.ch/schulen/de/limmat.html,,,,"Zürich, Museum für Gestaltung",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.383162749337146&tolon=8.533802903482519&toname=Zürich%2C+Limmatstrasse+90,Limmat,Limmattal,"1",0.00642582042405148,8.532567,47.3768569,8.53380290346572,47.3831627473456
"489",,"65","6390","8004",Militaerstrasse 24,"Militaerstrasse 24, 8004",Zurich,Zurich,Switzerland,"0","3078522542","24, Militärstrasse, Langstrasse, Kreis 4, Zürich, Bezirk Zürich, Zürich, 8004, Schweiz/Suisse/Svizzera/Svizra",place,house,"47.3768569,8.532567","99",,Limmatstrasse 90,,,,,Schulamt,"202010120834",,Schul- und Sportdepartement (SSD),ssdbnzga,,,"90",,,,,Volksschule,,Limmat A,Sekundarstufe,263,,,,,,,,,,,,,,,Zürich,"8005",vo272,,"1",Limmatstrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 04 50,,https://www.stadt-zuerich.ch/schulen/de/limmat.html,,,,"Zürich, Museum für Gestaltung",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.383162749337146&tolon=8.533802903482519&toname=Zürich%2C+Limmatstrasse+90,Limmat,Limmattal,"1",0.00642582042405148,8.532567,47.3768569,8.53380290346572,47.3831627473456
"490",,"45","3710","8004",Freyastrasse 8,"Freyastrasse 8, 8004",Zurich,Zurich,Switzerland,"0","505594264","8, Freyastrasse, Werd, Kreis 4, Zürich, Bezirk Zürich, Zürich, 8004, Schweiz/Suisse/Svizzera/Svizra",building,residential,"47.37194455,8.524574437459435","1",,Aegertenstrasse 29,,,,,Schulamt,"201901251041",,Schul- und Sportdepartement (SSD),ssdklv,,,"29",,,,,Volksschule,,Aegerten,,45,,,,,,,,,,,,,,,Zürich,"8003",vo200,,"1",Aegertenstrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 08 58,,https://www.stadt-zuerich.ch/schulen/de/aegerten.html,,,,"Zürich, Bahnhof Wiedikon",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.36912244598671&tolon=8.5227185077607&toname=Zürich%2C+Aegertenstrasse+29,Aegerten,Uto,"1",0.00337768521609454,8.52457443745944,47.37194455,8.52271850774408,47.3691224439937
"491",,"38","4010","8004",Militaerstrasse 24,"Militaerstrasse 24, 8004",Zurich,Zurich,Switzerland,"0","3078522542","24, Militärstrasse, Langstrasse, Kreis 4, Zürich, Bezirk Zürich, Zürich, 8004, Schweiz/Suisse/Svizzera/Svizra",place,house,"47.3768569,8.532567","99",,Limmatstrasse 90,,,,,Schulamt,"202010120834",,Schul- und Sportdepartement (SSD),ssdbnzga,,,"90",,,,,Volksschule,,Limmat A,Sekundarstufe,263,,,,,,,,,,,,,,,Zürich,"8005",vo272,,"1",Limmatstrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 04 50,,https://www.stadt-zuerich.ch/schulen/de/limmat.html,,,,"Zürich, Museum für Gestaltung",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.383162749337146&tolon=8.533802903482519&toname=Zürich%2C+Limmatstrasse+90,Limmat,Limmattal,"1",0.00642582042405148,8.532567,47.3768569,8.53380290346572,47.3831627473456
"492",,"18","3110","8004",Militaerstrasse 24,"Militaerstrasse 24, 8004",Zurich,Zurich,Switzerland,"0","3078522542","24, Militärstrasse, Langstrasse, Kreis 4, Zürich, Bezirk Zürich, Zürich, 8004, Schweiz/Suisse/Svizzera/Svizra",place,house,"47.3768569,8.532567","99",,Limmatstrasse 90,,,,,Schulamt,"202010120834",,Schul- und Sportdepartement (SSD),ssdbnzga,,,"90",,,,,Volksschule,,Limmat A,Sekundarstufe,263,,,,,,,,,,,,,,,Zürich,"8005",vo272,,"1",Limmatstrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 04 50,,https://www.stadt-zuerich.ch/schulen/de/limmat.html,,,,"Zürich, Museum für Gestaltung",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.383162749337146&tolon=8.533802903482519&toname=Zürich%2C+Limmatstrasse+90,Limmat,Limmattal,"1",0.00642582042405148,8.532567,47.3768569,8.53380290346572,47.3831627473456
"493",,"68","6090","8004",Militaerstrasse 24,"Militaerstrasse 24, 8004",Zurich,Zurich,Switzerland,"0","3078522542","24, Militärstrasse, Langstrasse, Kreis 4, Zürich, Bezirk Zürich, Zürich, 8004, Schweiz/Suisse/Svizzera/Svizra",place,house,"47.3768569,8.532567","99",,Limmatstrasse 90,,,,,Schulamt,"202010120834",,Schul- und Sportdepartement (SSD),ssdbnzga,,,"90",,,,,Volksschule,,Limmat A,Sekundarstufe,263,,,,,,,,,,,,,,,Zürich,"8005",vo272,,"1",Limmatstrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 04 50,,https://www.stadt-zuerich.ch/schulen/de/limmat.html,,,,"Zürich, Museum für Gestaltung",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.383162749337146&tolon=8.533802903482519&toname=Zürich%2C+Limmatstrasse+90,Limmat,Limmattal,"1",0.00642582042405148,8.532567,47.3768569,8.53380290346572,47.3831627473456
"494",,"35","2810","8050",Binzmuehlestrasse 50,"Binzmuehlestrasse 50, 8050",Zurich,Zurich,Switzerland,"0","11587037861","50, Binzmühlestrasse, Oerlikon, Kreis 11, Zürich, Bezirk Zürich, Zürich, 8050, Schweiz/Suisse/Svizzera/Svizra",place,house,"47.4141083,8.544824","102",,Margrit-Rainer-Strasse 5,,,,,Schulamt,"201807311228",,Schul- und Sportdepartement (SSD),dbo,,+41 44 413 07 11,"5",,,,,Volksschule,,Im Birch,,266,,,,,,,,,,,,,,,Zürich,"8050",vo250,,"1",Margrit-Rainer-Strasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 07 10,,https://www.stadt-zuerich.ch/schulen/de/imbirch.html,,,,"Zürich, Neunbrunnen",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.415642620394706&tolon=8.54018228760786&toname=Zürich%2C+Margrit-Rainer-Strasse+5,Im Birch,Glattal,"1",0.00488872448195049,8.544824,47.4141083,8.54018228759095,47.4156426184064
"495",,"17","2950","8004",Cramerstrasse 8-12,"Cramerstrasse 8-12, 8004",Zurich,Zurich,Switzerland,"0","5944787","Cramerstrasse, Werd, Kreis 4, Zürich, Bezirk Zürich, Zürich, 8004, Schweiz/Suisse/Svizzera/Svizra",highway,residential,"47.3732762,8.5260791","23",,Kernstrasse 45,,,,,Schulamt,"201808151604",,Schul- und Sportdepartement (SSD),ssdbkuwj,,+41 43 322 25 71,"45",,,,,Volksschule,,Kern,,67,,,,,,,,,,,,,,,Zürich,"8004",vo260,,"1",Kernstrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 21 00,,https://www.stadt-zuerich.ch/schulen/de/aussersihl.html,,,,"Zürich, Helvetiaplatz",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.377403978323926&tolon=8.525134392721077&toname=Zürich%2C+Kernstrasse+45,Aussersihl,Limmattal,"1",0.00423450225167132,8.5260791,47.3732762,8.52513439270441,47.3774039763318
"496",,"40","4310","8004",Cramerstrasse 8-12,"Cramerstrasse 8-12, 8004",Zurich,Zurich,Switzerland,"0","5944787","Cramerstrasse, Werd, Kreis 4, Zürich, Bezirk Zürich, Zürich, 8004, Schweiz/Suisse/Svizzera/Svizra",highway,residential,"47.3732762,8.5260791","23",,Kernstrasse 45,,,,,Schulamt,"201808151604",,Schul- und Sportdepartement (SSD),ssdbkuwj,,+41 43 322 25 71,"45",,,,,Volksschule,,Kern,,67,,,,,,,,,,,,,,,Zürich,"8004",vo260,,"1",Kernstrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 21 00,,https://www.stadt-zuerich.ch/schulen/de/aussersihl.html,,,,"Zürich, Helvetiaplatz",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.377403978323926&tolon=8.525134392721077&toname=Zürich%2C+Kernstrasse+45,Aussersihl,Limmattal,"1",0.00423450225167132,8.5260791,47.3732762,8.52513439270441,47.3774039763318
"497",,"45","4600","8004",Cramerstrasse 2-6,"Cramerstrasse 2-6, 8004",Zurich,Zurich,Switzerland,"0","5944787","Cramerstrasse, Werd, Kreis 4, Zürich, Bezirk Zürich, Zürich, 8004, Schweiz/Suisse/Svizzera/Svizra",highway,residential,"47.3732762,8.5260791","23",,Kernstrasse 45,,,,,Schulamt,"201808151604",,Schul- und Sportdepartement (SSD),ssdbkuwj,,+41 43 322 25 71,"45",,,,,Volksschule,,Kern,,67,,,,,,,,,,,,,,,Zürich,"8004",vo260,,"1",Kernstrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 21 00,,https://www.stadt-zuerich.ch/schulen/de/aussersihl.html,,,,"Zürich, Helvetiaplatz",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.377403978323926&tolon=8.525134392721077&toname=Zürich%2C+Kernstrasse+45,Aussersihl,Limmattal,"1",0.00423450225167132,8.5260791,47.3732762,8.52513439270441,47.3774039763318
"498",,"22","2950","8004",Cramerstrasse 2-6,"Cramerstrasse 2-6, 8004",Zurich,Zurich,Switzerland,"0","5944787","Cramerstrasse, Werd, Kreis 4, Zürich, Bezirk Zürich, Zürich, 8004, Schweiz/Suisse/Svizzera/Svizra",highway,residential,"47.3732762,8.5260791","23",,Kernstrasse 45,,,,,Schulamt,"201808151604",,Schul- und Sportdepartement (SSD),ssdbkuwj,,+41 43 322 25 71,"45",,,,,Volksschule,,Kern,,67,,,,,,,,,,,,,,,Zürich,"8004",vo260,,"1",Kernstrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 21 00,,https://www.stadt-zuerich.ch/schulen/de/aussersihl.html,,,,"Zürich, Helvetiaplatz",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.377403978323926&tolon=8.525134392721077&toname=Zürich%2C+Kernstrasse+45,Aussersihl,Limmattal,"1",0.00423450225167132,8.5260791,47.3732762,8.52513439270441,47.3774039763318
"499",,"35","3710","8004",Cramerstrasse 2-6,"Cramerstrasse 2-6, 8004",Zurich,Zurich,Switzerland,"0","5944787","Cramerstrasse, Werd, Kreis 4, Zürich, Bezirk Zürich, Zürich, 8004, Schweiz/Suisse/Svizzera/Svizra",highway,residential,"47.3732762,8.5260791","23",,Kernstrasse 45,,,,,Schulamt,"201808151604",,Schul- und Sportdepartement (SSD),ssdbkuwj,,+41 43 322 25 71,"45",,,,,Volksschule,,Kern,,67,,,,,,,,,,,,,,,Zürich,"8004",vo260,,"1",Kernstrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 21 00,,https://www.stadt-zuerich.ch/schulen/de/aussersihl.html,,,,"Zürich, Helvetiaplatz",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.377403978323926&tolon=8.525134392721077&toname=Zürich%2C+Kernstrasse+45,Aussersihl,Limmattal,"1",0.00423450225167132,8.5260791,47.3732762,8.52513439270441,47.3774039763318
